ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
10 James Road,Swanbourne,1500000,3,1,2,1009,124,1951,9300,Swanbourne Station,573,"11-2015
",6010,-31.97967188,115.7659431,SCOTCH COLLEGE,0.7032046344920475,24
10 Janeville Place,South Guildford,710000,4,2,2,590,173,1998,13500,East Guildford Station,882,"05-2017
",6055,-31.89987,115.98821,GUILDFORD GRAMMAR SCHOOL,0.8815120040648073,52
10 Jarman Avenue,Manning,525000,3,1,2,450,91,1960,7000,Canning Bridge Station,1100,"03-2016
",6152,-32.01418973,115.8668878,COMO SECONDARY COLLEGE,1.2379844752673534,87
10 Jecks Street,Maida Vale,546000,4,2,2,582,150,2003,15100,Midland Station,7400,"03-2018
",6057,-31.95632,116.01892,DARLING RANGE SPORTS COLLEGE,2.281754974733928,137
10 Jedburgh Loop,Sinagra,315000,3,2,1,245,113,2008,24300,Joondalup Station,3000,"10-2020
",6065,-31.73989409,115.7985924,WANNEROO SECONDARY COLLEGE,2.5393956509109863,131
10 Jenkyn Circle,Landsdale,800000,4,2,2,715,293,2004,16000,Greenwood Station,7000,"10-2018
",6065,-31.80856562,115.8569439,LANDSDALE CHRISTIAN SCHOOL,0.9870505526349849,
10 Jimbell Street,Mosman Park,1216000,4,1,1,816,138,1930,11100,Vic,1000,"12-2017
",6012,-32.01348,115.76584,IONA PRESENTATION COLLEGE,0.5792527098697763,17
10 Jinan Road,Huntingdale,435000,4,2,2,500,174,2013,17700,Thornlie Station,4400,"12-2016
",6110,-32.08543824,115.9619335,SOUTHERN RIVER COLLEGE,1.6949548660895049,121
10 Jindabyne Street,Hilbert,500000,4,2,2,416,200,2013,26700,Armadale Station,2300,"04-2015
",6112,-32.16394601,115.9917731,DALE CHRISTIAN SCHOOL,0.8330009670419425,
10 Joel Way,Wanneroo,411000,4,2,2,576,140,1995,22600,Joondalup Station,4800,"03-2019
",6065,-31.75197,115.81777,WANNEROO SECONDARY COLLEGE,0.7027267195621983,131
10 John Street,Cottesloe,1900000,3,2,2,249,185,2002,11000,Cottesloe Station,762,"06-2017
",6011,-31.99483,115.75332,PRESBYTERIAN LADIES COLLEGE,1.1015965579574238,11
10 Johnson Street,Guildford,775000,4,1,5,668,156,1910,11800,Guildford Station,459,"05-2016
",6055,-31.90191,115.96921,GUILDFORD GRAMMAR SCHOOL,1.4836822561291314,52
10 Johnston Way,Padbury,490000,3,1,1,763,160,1978,18500,Whitfords Station,1300,"04-2018
",6025,-31.80405,115.77021,ST STEPHEN'S SCHOOL,1.9596283485151533,31
10 Jordan Street,Haynes,198000,3,2,2,364,132,2015,3250,Mandurah Station,3246,"08-2014
",6112,-32.15811856,115.9911553,DALE CHRISTIAN SCHOOL,0.7263351707148759,
10 Kabiana Way,Dayton,315000,3,2,2,225,104,2015,15600,East Guildford Station,4900,"02-2019
",6055,-31.85231344,115.9739221,SWAN CHRISTIAN COLLEGE,3.6358081077001714,93
10 Kakadu Rest,Bertram,430000,4,2,NULL,663,201,2002,32800,Kwinana Station,1600,"03-2017
",6167,-32.24692,115.85138,THE KING'S COLLEGE,1.425609483886251,
10 Kallatina Drive,Iluka,857500,4,2,2,504,223,2012,27700,Currambine Station,2300,"05-2016
",6028,-31.7296772,115.7267111,PRENDIVILLE CATHOLIC COLLEGE,3.040137739575554,60
10 Kamara Court,Wanneroo,420000,4,2,2,684,162,1979,21600,Edgewater Station,2500,"03-2020
",6065,-31.76384,115.80291,WANNEROO SECONDARY COLLEGE,1.332784544013149,131
10 Kaputar Court,Ballajura,340000,4,2,2,517,125,1996,12200,Bayswater Station,7300,"07-2019
",6066,-31.85258,115.91339,BALLAJURA COMMUNITY COLLEGE,2.0770517506033883,133
10 Karamarra Place,Kingsley,560000,4,2,1,692,180,1981,16100,Greenwood Station,2200,"08-2018
",6026,-31.8147,115.80594,THE MONTESSORI SCHOOL,0.319586894908291,
10 Kardier Mews,Viveash,685000,4,2,2,900,218,1999,15500,Midland Station,1600,"06-2011
",6056,-31.87731,115.99721,LA SALLE COLLEGE,0.6944447597995503,53
10 Kardinya Road,Kardinya,720000,5,2,2,701,216,1990,12500,Murdoch Station,3200,"11-2020
",6163,-32.05926,115.818,NORTH LAKE SENIOR CAMPUS,1.63407113746834,
10 Kargotich Road,Oakford,840000,4,2,2,20234,245,2000,26900,Armadale Station,6300,"01-2020
",6121,-32.18054,115.95349,DALE CHRISTIAN SCHOOL,4.86986453352234,
10 Kari Court,Camillo,368000,4,2,2,873,156,1970,22300,Kelmscott Station,1200,"12-2015
",6111,-32.11233385,116.0007059,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.0803301990677565,40
10 Karla Place,City Beach,1660000,5,2,2,821,290,1980,10200,Stirling Station,4200,"11-2019
",6015,-31.90877,115.76325,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.773738834676709,
10 Karst Elbow,Alexander Heights,505000,4,2,2,472,160,NULL,14300,Greenwood Station,6900,"09-2016
",6064,-31.82361986,115.8553606,ASHDALE SECONDARY COLLEGE,1.870325404010559,75
10 Kawina Road,Bickley,560000,3,2,6,19911,190,1977,22100,Madding,11200,"08-2012
",6076,-32.00019,116.08571,CARMEL ADVENTIST COLLEGE,1.798004287732389,
10 Keans Avenue,Sorrento,940000,3,2,2,564,156,1990,17200,Greenwood Station,3400,"06-2018
",6020,-31.82798,115.7497,SACRED HEART COLLEGE,0.3034407303859916,19
10 Kearsley Rise,Murdoch,997500,4,2,2,747,232,1986,12200,Murdoch Station,1300,"04-2018
",6150,-32.06043,115.83835,CORPUS CHRISTI COLLEGE,0.5747244730186241,28
10 Kenneally Circuit,Salter Point,1250000,5,3,2,650,294,2001,7300,Canning Bridge Station,976,"08-2013
",6152,-32.0179,115.85985,AQUINAS COLLEGE,0.9377946256612212,23
10 Kerior Street,Mullaloo,835000,4,2,2,844,223,1974,22200,Edgewater Station,3800,"06-2018
",6027,-31.78083,115.73986,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.9845807261899189,58
10 Kerries Link,The Vines,635000,4,2,3,768,223,2006,27000,Midland Station,15900,"05-2017
",6069,-31.748758,116.013715,HOLY CROSS COLLEGE,4.642850078683739,98
10 Kessell Lane,Beldon,421000,4,1,1,744,153,1985,21400,Edgewater Station,500,"04-2018
",6027,-31.77407,115.7739,MATER DEI COLLEGE,1.0755450483484725,104
10 Kiah Mews,Canning Vale,748000,4,2,2,700,255,2000,17600,Thornlie Station,6200,"10-2019
",6155,-32.09909,115.92711,PROVIDENCE CHRISTIAN COLLEGE,0.9060086332446292,38
10 Killaloe Place,Waterford,925000,5,2,2,810,293,NULL,7300,Canning Bridge Station,3000,"08-2010
",6152,-32.01312,115.88735,CLONTARF ABORIGINAL COLLEGE,0.6000974094818895,
10 Kilmaine Road,Ridgewood,422500,4,2,2,549,159,2007,35100,Butler Station,3300,"02-2017
",6030,-31.660153,115.719586,ALKIMOS BAPTIST COLLEGE,0.8908815223239214,
10 Kingsland Avenue,City Beach,1670000,5,3,2,1235,295,NULL,9300,Grant Street Station,6100,"02-2016
",6015,-31.9321,115.76358,NEWMAN COLLEGE,2.453243189636151,44
10 Kingston Heath Mews,Jandakot,965000,5,2,2,641,300,2005,16100,Cockburn Central Station,3200,"11-2016
",6164,-32.09701,115.85433,LAKELAND SENIOR HIGH SCHOOL,1.5568747113466288,
10 Kingsway,Nedlands,2125000,4,2,1,883,240,NULL,5400,Daglish Station,3300,"12-2018
",6009,-31.98135,115.81372,SHENTON COLLEGE,2.6116674025143083,14
10 Kinross Crescent,Floreat,1648000,5,2,2,835,273,1997,6600,Karrakatta Station,4100,"07-2017
",6014,-31.93209,115.79262,NEWMAN COLLEGE,1.107132156449707,44
10 Kinta Street,City Beach,1346666,3,3,2,261,236,2012,8700,Swanbourne Station,6000,"05-2018
",6015,-31.92866143,115.7711694,NEWMAN COLLEGE,1.6445022137024876,44
10 Kintyre Rise,Bullsbrook,565000,5,2,2,20003,186,2007,42100,Midland Station,31200,"10-2017
",6084,-31.61632309,116.063813,HOLY CROSS COLLEGE,19.406233003062237,98
10 Kinvara Way,Ridgewood,410000,3,2,2,425,171,2007,35300,Butler Station,3100,"08-2015
",6030,-31.658557,115.718918,ALKIMOS BAPTIST COLLEGE,0.8505622087884006,
10 Kirkley Pass,Aveley,436000,4,2,2,510,196,2009,22600,East Guildford Station,13200,"05-2020
",6069,-31.77784728,115.9802951,HOLY CROSS COLLEGE,0.8078807385133286,98
10 Kirribilli Court,Kallaroo,850000,4,2,2,851,330,1993,21200,Whitfords Station,4000,"12-2020
",6025,-31.78958,115.74176,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.9963417373963758,58
10 Klem Avenue,Redcliffe,440000,4,2,4,420,169,1997,8700,Bassendean Station,5300,"02-2020
",6104,-31.95092,115.95078,BELMONT CITY COLLEGE,1.7792681461827735,57
10 Knoll Place,Kiara,460000,4,2,4,594,135,1993,10800,Ashfield Station,3600,"07-2016
",6054,-31.88033,115.9355,KIARA COLLEGE,0.3226170734851672,
10 Knutsford Street,Swanbourne,1545000,4,2,2,550,276,1995,9300,Swanbourne Station,514,"08-2019
",6010,-31.980988,115.765864,SCOTCH COLLEGE,0.6918057370951006,24
10 Koolyanga Road,Mullaloo,765000,3,2,NULL,450,192,NULL,21700,Edgewater Station,3500,"06-2018
",6027,-31.78376,115.74374,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.64018000242748,58
10 Korovin Drive,Ashby,500000,4,2,2,570,207,2005,25500,Joondalup Station,3700,"04-2015
",6065,-31.72872,115.80167,JOSEPH BANKS SECONDARY COLLEGE,3.3763747984979444,92
10 Kullaroo Court,Hillman,325000,4,1,1,699,142,1975,37800,Rockingham Station,1000,"06-2013
",6168,-32.28341,115.76886,KOLBE CATHOLIC COLLEGE,1.45119693133224,97
10 Kunzea Close,Maida Vale,450000,4,2,2,451,177,2004,15200,Midland Station,7600,"02-2019
",6057,-31.95751,116.01963,DARLING RANGE SPORTS COLLEGE,2.181931977021891,137
10 Kunzea Rise,Jarrahdale,683000,4,2,5,4122,237,2011,47900,Armadale Station,22000,"03-2015
",6124,-32.3483152,116.0561031,COURT GRAMMAR SCHOOL,10.662095575529083,
10 Kurrat Elbow,South Guildford,392000,3,1,NULL,717,118,NULL,13000,Woodbridge Station,2500,"07-2020
",6055,-31.91357,115.9889,GUILDFORD GRAMMAR SCHOOL,2.271300922495701,52
10 Kurrawa Street,Hillman,330000,4,1,4,713,124,1976,37900,Rockingham Station,819,"05-2018
",6168,-32.28366041,115.7653812,KOLBE CATHOLIC COLLEGE,1.1485191255492018,97
10 Kwilena Avenue,Wattle Grove,620000,4,2,2,609,262,NULL,12900,Madding,6000,"05-2019
",6107,-31.99577639,115.9860923,DARLING RANGE SPORTS COLLEGE,3.235137640326217,137
10 La Grange Loop,Currambine,575000,4,2,2,662,187,1995,26100,Currambine Station,1300,"06-2018
",6028,-31.73632,115.7502,LAKE JOONDALUP BAPTIST COLLEGE,1.0691904097870364,80
10 Lakelands Drive,Gnangara,910000,7,4,2,10657,384,1993,18800,Whitfords Station,6300,"01-2017
",6077,-31.78389,115.84656,ASHDALE SECONDARY COLLEGE,3.121647839490125,75
10 Lakewood Avenue,Ascot,755000,4,2,2,385,178,1997,5700,Bayswater Station,2200,"12-2014
",6104,-31.93733,115.91671,BELMONT CITY COLLEGE,2.924061547050494,57
10 Lambert Street,Alfred Cove,867500,3,1,1,504,174,1970,10100,Bull Creek Station,4100,"11-2019
",6154,-32.03439793,115.8138179,MELVILLE SENIOR HIGH SCHOOL,1.5416699134693932,61
10 Lamis Place,Brigadoon,635000,4,1,3,14913,152,2007,28700,Midland Station,14500,"09-2013
",6069,-31.78487942,116.090453,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.982930029357117,53
10 Landbeach Boulevard,Butler,470000,4,2,2,594,234,2007,36900,Butler Station,1500,"11-2019
",6036,-31.64619758,115.7089145,BUTLER COLLEGE,0.6083290308578151,39
10 Lang Street,Jarrahdale,440000,3,1,3,2926,146,1972,45900,Armadale Station,20000,"07-2012
",6124,-32.33048766,116.0526917,COURT GRAMMAR SCHOOL,8.894688660725295,
10 Lansby Court,Riverton,598000,4,2,2,436,135,1977,9800,Bull Creek Station,4000,"06-2018
",6148,-32.03486,115.89432,CLONTARF ABORIGINAL COLLEGE,2.1401681289432704,
10 Laslett Circle,Mundaring,649000,4,2,2,2009,207,1995,30500,Midland Station,16300,"10-2014
",6073,-31.89088,116.17298,MUNDARING CHRISTIAN COLLEGE,1.1087601328031165,
10 Latham Street,Ashfield,432000,3,1,1,744,87,1964,8300,Ashfield Station,726,"10-2007
",6054,-31.91912,115.93798,CYRIL JACKSON SENIOR CAMPUS,0.8102159525098381,
10 Lautrec Loop,Ashby,485250,3,2,2,450,222,2004,25200,Joondalup Station,3000,"08-2016
",6065,-31.7326925,115.7958042,LAKE JOONDALUP BAPTIST COLLEGE,3.2958953903307195,80
10 Lavalle Rise,South Lake,505000,4,2,NULL,700,278,1994,16300,Murdoch Station,3600,"06-2020
",6164,-32.09868,115.84631,LAKELAND SENIOR HIGH SCHOOL,1.1546290223483873,
10 Laverick Street,Haynes,210000,4,1,NULL,559,205,2014,26100,Armadale Station,2200,"09-2012
",6112,-32.1589505,115.9899546,DALE CHRISTIAN SCHOOL,0.8279226418838701,
10 Leanne Close,Woodvale,700000,4,2,2,703,210,1998,18500,Whitfords Station,1000,"11-2018
",6026,-31.79582,115.79248,WOODVALE SECONDARY COLLEGE,0.8139212544931513,77
10 Leatherwood Way,Huntingdale,415000,3,2,2,522,180,1994,17200,Thornlie Station,3800,"06-2019
",6110,-32.08066,115.9587,THORNLIE SENIOR HIGH SCHOOL,1.6023617980749694,125
10 Ledden Court,Success,550000,4,2,3,762,216,2001,20900,Cockburn Central Station,1800,"08-2020
",6164,-32.13902,115.84769,EMMANUEL CATHOLIC COLLEGE,1.3653345156389307,58
10 Lee Avenue,Hilton,320000,3,1,2,892,84,1953,14400,Fremantle Station,3800,"02-2017
",6163,-32.06434105,115.7829646,SETON CATHOLIC COLLEGE,1.3511346364956962,91
10 Leghorn Road,Orelia,237500,3,1,1,732,120,1970,31500,Kwinana Station,1100,"07-2018
",6167,-32.23424,115.83085,GILMORE COLLEGE,1.5747849662340978,138
10 Leithdale Road,Darlington,600000,4,2,2,2315,193,1980,21300,Midland Station,8400,"08-2019
",6070,-31.92302,116.08222,TREETOPS MONTESSORI SCHOOL,0.8248228565991128,
10 Letterkenny Way,Hilbert,440000,3,2,2,400,174,2012,28300,Armadale Station,3700,"04-2016
",6112,-32.17966826,115.9887854,DALE CHRISTIAN SCHOOL,2.4489397519579894,
10 Levey Rise,Winthrop,900000,4,2,4,938,250,1988,11300,Bull Creek Station,3100,"09-2018
",6150,-32.04844,115.82136,MELVILLE SENIOR HIGH SCHOOL,1.5175076953001037,61
10 Leyland Street,St James,805000,4,2,2,722,247,2006,7100,Welshpool Station,1800,"03-2019
",6102,-32.00246,115.90604,CANNING COLLEGE,1.1440109554761746,
10 Limerick Way,Fremantle,672000,3,2,1,340,130,2002,14000,Fremantle Station,2000,"10-2019
",6160,-32.05024558,115.7666891,JOHN CURTIN COLLEGE OF THE ARTS,1.00281464392619,25
10 Litoria Drive,Wandi,329000,4,2,2,445,183,2015,27400,Kwinana Station,4400,"03-2015
",6167,-32.19846043,115.8625129,ATWELL COLLEGE,6.064377578338246,129
10 Little Rush Close,South Lake,403000,3,1,1,716,136,1983,17600,Cockburn Central Station,3300,"02-2018
",6164,-32.10835,115.83004,LAKELAND SENIOR HIGH SCHOOL,1.4976157382909354,
10 LIVONIA Street,Brabham,465000,4,2,2,457,171,2013,18300,Guildford Station,9200,"02-2018
",6055,-31.81637377,115.9680273,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.9524121531440444,53
10 Lodge Court,Cockburn Central,475000,4,2,2,584,198,2000,19600,Cockburn Central Station,1200,"12-2017
",6164,-32.127958,115.846269,EMMANUEL CATHOLIC COLLEGE,0.5880193372028127,58
10 Logwood Avenue,Port Kennedy,437000,4,2,2,606,245,2005,46700,Warnbro Station,4200,"09-2018
",6172,-32.36087376,115.7486447,WARNBRO COMMUNITY HIGH SCHOOL,1.965289725176092,
10 Lonnie Street,Daglish,775000,3,1,1,847,128,NULL,5000,Shen,403,"12-2011
",6008,-31.95594,115.80538,SHENTON COLLEGE,0.4743508297248297,14
10 Looranah Street,Mount Nasura,400000,3,1,1,701,125,1985,26300,Sherwood Station,1400,"12-2014
",6112,-32.14214537,116.0245272,JOHN CALVIN CHRISTIAN COLLEGE,1.841607219180331,56
10 Louise Place,Gnangara,900000,3,2,2,10325,185,NULL,19200,Edgewater Station,7500,"12-2006
",6077,-31.77978,115.85683,LANDSDALE CHRISTIAN SCHOOL,3.1593983620574075,
10 Lowell Street,Secret Harbour,500000,4,2,2,578,212,2006,51900,Warnbro Station,9600,"10-2020
",6173,-32.41235,115.76743,COMET BAY COLLEGE,0.5663630965970036,35
10 Lucca Court,Coogee,830000,5,2,2,1281,210,1993,20400,Cockburn Central Station,7900,"03-2017
",6166,-32.12046,115.77438,PORT SCHOOL,4.182120949598243,
10 Lucinda Court,Huntingdale,467000,4,2,2,654,193,1998,17000,Thornlie Station,3600,"07-2016
",6110,-32.07849514,115.9605362,THORNLIE SENIOR HIGH SCHOOL,1.3617251369342618,125
10 Mabena Place,Ocean Reef,977500,5,3,2,785,380,1992,26200,Joondalup Station,3900,"08-2020
",6027,-31.74563,115.7266,PRENDIVILLE CATHOLIC COLLEGE,1.595525147760803,60
10 Macedonia Place,North Perth,645000,3,2,4,204,97,2000,2500,Leederville Station,1400,"08-2019
",6006,-31.93022,115.85155,ARANMORE CATHOLIC COLLEGE,0.865312841369637,106
10 Madge Way,Leda,375000,4,2,2,600,137,2006,35200,Wellard Station,789,"03-2014
",6170,-32.265392,115.808827,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.0852694283010835,
10 Madras Crescent,Port Kennedy,355000,4,2,2,478,172,2001,48200,Warnbro Station,5700,"10-2020
",6172,-32.37507,115.74841,WARNBRO COMMUNITY HIGH SCHOOL,3.431541042940102,
10 Mallaig Place,Warwick,665000,5,2,2,705,238,1986,14000,Warwick Station,689,"02-2020
",6024,-31.83856,115.79559,GREENWOOD COLLEGE,1.4204678667469224,86
10 Mallina Circuit,Carramar,396000,4,2,2,502,155,1997,28100,Currambine Station,3200,"06-2017
",6031,-31.70906,115.77891,JOSEPH BANKS SECONDARY COLLEGE,2.0332459763714583,92
10 Manhattan Avenue,Iluka,785000,4,2,2,736,267,1999,26800,Currambine Station,2000,"07-2020
",6028,-31.7357,115.73355,PRENDIVILLE CATHOLIC COLLEGE,2.18981216415865,60
10 Manston Road,Thornlie,310000,3,1,NULL,807,100,1968,14800,Thornlie Station,1100,"10-2018
",6108,-32.05669,115.95645,THORNLIE SENIOR HIGH SCHOOL,1.107889284160727,125
10 Manyleaf Link,Banksia Grove,340000,3,2,2,440,113,2013,29300,Clarkson Station,6400,"03-2019
",6031,-31.69288169,115.8052473,JOSEPH BANKS SECONDARY COLLEGE,1.0422290676858832,92
10 Mapleton Street,Stirling,937000,4,2,6,822,342,2008,7500,Stirling Station,947,"07-2020
",6021,-31.89662448,115.8144646,SERVITE COLLEGE,1.9330566854864994,65
10 Mardella Street,Coolbinia,920000,2,1,2,728,353,2011,4000,Glendalough Station,3100,"08-2009
",6050,-31.91663,115.85602,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.3932329523319882,20
10 Mardja Loop,Mardella,87140,5,1,2,2047,256,2004,41400,Armadale Station,17500,"05-2003
",6125,-32.30914,115.98251,COURT GRAMMAR SCHOOL,4.468294931974543,
10 Marengo Close,Aveley,512000,5,2,2,720,261,2013,23000,East Guildford Station,13700,"01-2019
",6069,-31.77310579,115.979805,HOLY CROSS COLLEGE,0.5648132761534346,98
10 Marie Court,Atwell,525000,4,2,NULL,600,157,1995,19500,Cockburn Central Station,797,"10-2017
",6164,-32.12757,115.86631,ATWELL COLLEGE,1.83406160486659,129
10 Marigold Place,Yangebup,455000,5,2,2,712,172,NULL,19300,Cockburn Central Station,4600,"08-2018
",6164,-32.12036,115.80957,DIVINE MERCY COLLEGE,1.546307084233131,
10 Marlock Place,Woodlands,1180000,4,2,4,845,196,1965,8300,Stirling Station,1700,"09-2018
",6018,-31.90463518,115.7911471,HALE SCHOOL,1.1021078532195328,6
10 Maroubra Parade,Secret Harbour,343000,3,2,2,612,155,2004,51000,Warnbro Station,8600,"06-2019
",6173,-32.4034,115.767819,COMET BAY COLLEGE,1.452148834758644,35
10 Marra Way,South Lake,535000,4,2,2,548,196,2008,18100,Cockburn Central Station,1700,"03-2016
",6164,-32.114844,115.845273,LAKELAND SENIOR HIGH SCHOOL,0.6467170880706069,
10 Marsh Court,Jarrahdale,817000,4,2,3,21038,306,2006,44400,Armadale Station,19000,"12-2020
",6124,-32.32422,116.02771,COURT GRAMMAR SCHOOL,6.968708616917627,
10 Marshwood Place,Sawyers Valley,385000,7,2,2,19996,159,1989,34000,Midland Station,20000,"01-2006
",6074,-31.8931,116.21201,EASTERN HILLS SENIOR HIGH SCHOOL,2.2607019935464883,105
10 Martini Way,Tapping,480000,4,2,2,574,197,2006,25700,Joondalup Station,3900,"06-2019
",6065,-31.72663343,115.8025165,JOSEPH BANKS SECONDARY COLLEGE,3.1600473896437133,92
10 Mary Street,Highgate,865000,5,1,NULL,409,125,1920,1900,East Perth Station,1000,"03-2019
",6003,-31.93789,115.86896,PERTH COLLEGE,0.9675632948345342,9
10 Mary Street,Watermans Bay,1700000,5,4,2,440,355,2009,15300,Warwick Station,4100,"12-2016
",6020,-31.84862921,115.7530415,CARINE SENIOR HIGH SCHOOL,2.208885577011285,47
10 Massenger Street,Madeley,645000,4,2,2,576,239,2005,15900,Greenwood Station,4200,"05-2019
",6065,-31.81155,115.82687,KINGSWAY CHRISTIAN COLLEGE,0.9957291891796572,50
10 Maverick Promenade,Shoalwater,420000,4,2,2,553,162,NULL,40400,Rockingham Station,4000,"04-2017
",6169,-32.295409,115.719663,ROCKINGHAM SENIOR HIGH SCHOOL,1.8910700265514475,
10 McGuigan Circle,Redcliffe,465000,3,2,2,488,165,NULL,8700,Bassendean Station,5300,"03-2019
",6104,-31.9514,115.95068,BELMONT CITY COLLEGE,1.7449723343727366,57
10 Mckenna Drive,Cardup,760000,4,2,3,20439,240,2007,34200,Kwinana Station,10500,"04-2020
",6122,-32.24781178,115.9534751,COURT GRAMMAR SCHOOL,4.306995434833969,
10 McKeon Street,Redcliffe,420000,4,2,2,530,135,1991,7900,Ashfield Station,3300,"03-2018
",6104,-31.94177,115.94134,BELMONT CITY COLLEGE,2.0128421651593906,57
10 McLeod Street,Lockridge,365000,4,2,1,443,151,1996,11400,Success Hill Station,1700,"09-2016
",6054,-31.88544,115.95,KIARA COLLEGE,1.664476616044076,
10 McNeil Grove,Jarrahdale,405000,5,2,4,928,168,1999,47200,Armadale Station,21100,"06-2016
",6124,-32.33793,116.06742,COURT GRAMMAR SCHOOL,10.435812889410181,
10 Meadow Lane,Parkerville,635000,4,2,NULL,1851,207,1990,28500,Midland Station,13900,"04-2014
",6081,-31.87204,116.14582,MUNDARING CHRISTIAN COLLEGE,4.401783853600649,
10 Meath Mews,Mosman Park,810000,4,2,2,431,220,1997,11800,Vic,1100,"08-2019
",6012,-32.01971,115.76202,IONA PRESENTATION COLLEGE,1.3557048126815814,17
10 Meek Court,Gosnells,260000,4,2,1,958,156,1989,19100,Seaforth Station,2300,"05-2019
",6110,-32.08493,115.98723,SOUTHERN RIVER COLLEGE,0.6930744262615108,121
10 Melbourne Close,Port Kennedy,291000,4,2,2,517,143,1995,47800,Warnbro Station,5300,"07-2018
",6172,-32.37284,115.75442,WARNBRO COMMUNITY HIGH SCHOOL,3.0649803116143577,
10 Meredith Way,Koondoola,355000,3,1,4,690,105,1978,11600,Warwick Station,6700,"05-2016
",6064,-31.84804,115.86697,MERCY COLLEGE,0.8939463477937002,46
10 Merens Terrace,Henley Brook,585000,4,2,2,640,264,2003,20200,East Guildford Station,10600,"09-2012
",6055,-31.80104,115.97735,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.0682569251333491,53
10 Messenger Street,Kelmscott,222500,3,1,1,1139,139,1970,24600,Challis Station,417,"11-2019
",6111,-32.12969957,116.0133788,SOWILO COMMUNITY HIGH SCHOOL,0.36770803494945725,
